命令执行	Alcatel_OmniPCX_Office_MasterCGI_user_Parameter_Command_Execution	CVE-2007-3010	OmniPCX Enterprise是企业级的集成通讯解决方案。OmniPCX所带的CGI脚本实现上存在输入验证漏洞，远程攻击者可能利用此漏洞在服务器上执行任意命令。OmniPCX的Web界面所安装的CGI脚本masterCGI提供了ping功能，如果以ping和user参数运行该脚本的话，就可以从Web界面所在的服务器ping任意可到达的IP。ping是在服务器上执行的，运行服务器上所安装的ping程序，但在将user变量传送到shell之前没有进行任何过滤，因此可以在将任何命令注入到user变量中并执行。必须使用内部字段分隔符${IFS}编码空格，因为任何正常或URL编码的空格都会终止命令执行。	OmniPCX所带的CGI脚本实现上存在输入验证漏洞，远程攻击者可能利用此漏洞在服务器上执行任意命令。	目前厂商已经发布了升级补丁以修复此安全问题，补丁获取链接:http://www1.alcatel-lucent.com/enterprise/en/products/phones/index.html
SQL注入	Andys_PHP_KnowledgeBase_a_viewusers.php_Parameter_SQL_Injection	CVE-2011-1546	Andy&#039;s PHP Knowledgebase是一款使用MySQL驱动的知识库管理系统。Andy&#039;s PHP Knowledgebase（Aphpkb）0.95.3之前版本中存在多个SQL注入漏洞。远程攻击者可以借助向（1）a_viewusers.php或者（2）keysearch.php传递的s参数执行任意SQL命令；向pending.php传递的（3）id或（4）start参数，或者（5）向a_authordetails.php传递的aid参数执行任意SQL命令。	远程攻击者可以借助向（1）a_viewusers.php或者（2）keysearch.php传递的s参数执行任意SQL命令；向pending.php传递的（3）id或（4）start参数，或者（5）向a_authordetails.php传递的aid参数执行任意SQL命令。	目前厂商已经发布了升级补丁以修复此安全问题，补丁获取链接:http://downloads.sourceforge.net/aphpkb/aphpkb-0.95.3.zip
溢出	Apache_apr-util_IPv6_URL_Parsing_Buffer_Overflow_1	CVE-2004-0786	Apache是一款开放源代码WEB服务程序。Apache Web Server在处理IPv6通信时存在问题，远程攻击者可以利用这个漏洞对服务程序进行缓冲区溢出攻击。Apache的apr-util库中的IPv5 URI解析函数存在输入验证错误，当使用libc内存拷贝函数时不正确处理字符串长度参数，可触发缓冲区溢出，精心构建提交数据可以在基于BSD UNIX的系统上执行任意指令。	Apache Web Server在处理IPv6通信时存在问题，远程攻击者可以利用这个漏洞对服务程序进行缓冲区溢出攻击。Apache的apr-util库中的IPv5 URI解析函数存在输入验证错误，当使用libc内存拷贝函数时不正确处理字符串长度参数，可触发缓冲区溢出，精心构建提交数据可以在基于BSD UNIX的系统上执行任意指令。	暂无数据
溢出	Apache_apr-util_IPv6_URL_Parsing_Buffer_Overflow_2	CVE-2004-0786	Apache是一款开放源代码WEB服务程序。Apache Web Server在处理IPv6通信时存在问题，远程攻击者可以利用这个漏洞对服务程序进行缓冲区溢出攻击。Apache的apr-util库中的IPv5 URI解析函数存在输入验证错误，当使用libc内存拷贝函数时不正确处理字符串长度参数，可触发缓冲区溢出，精心构建提交数据可以在基于BSD UNIX的系统上执行任意指令。	Apache Web Server在处理IPv6通信时存在问题，远程攻击者可以利用这个漏洞对服务程序进行缓冲区溢出攻击。Apache的apr-util库中的IPv5 URI解析函数存在输入验证错误，当使用libc内存拷贝函数时不正确处理字符串长度参数，可触发缓冲区溢出，精心构建提交数据可以在基于BSD UNIX的系统上执行任意指令。	暂无数据
溢出	Apache_apr-util_IPv6_URL_Parsing_Buffer_Overflow_3	CVE-2004-0786	Apache是一款开放源代码WEB服务程序。Apache Web Server在处理IPv6通信时存在问题，远程攻击者可以利用这个漏洞对服务程序进行缓冲区溢出攻击。Apache的apr-util库中的IPv5 URI解析函数存在输入验证错误，当使用libc内存拷贝函数时不正确处理字符串长度参数，可触发缓冲区溢出，精心构建提交数据可以在基于BSD UNIX的系统上执行任意指令。	Apache Web Server在处理IPv6通信时存在问题，远程攻击者可以利用这个漏洞对服务程序进行缓冲区溢出攻击。Apache的apr-util库中的IPv5 URI解析函数存在输入验证错误，当使用libc内存拷贝函数时不正确处理字符串长度参数，可触发缓冲区溢出，精心构建提交数据可以在基于BSD UNIX的系统上执行任意指令。	暂无数据
溢出	Apache_Stack_Overflow_Recursion	CVE-2011-0419	APR(Apache portable Run-time libraries，Apache可移植运行库)的目的如其名称一样，主要为上层的应用程序提供一个可以跨越多操作系统平台使用的底层支持接口库。NetBSD是一款免费开放源代码的UNIX操作系统。Apache Portable Runtime (APR)库1.4.3之前版本，Apache HTTP Server 2.2.18之前版本的apr_fnmatch.c中存在栈消耗漏洞。该漏洞是由于&ldquo;fnmatch()&rdquo;函数的实现没有正确限制它的递归调用，远程攻击者可以借助first参数中的*?序列导致拒绝服务（CPU和内存消耗）。	Apache Portable Runtime (APR)库1.4.3之前版本，Apache HTTP Server 2.2.18之前版本的apr_fnmatch.c中存在栈消耗漏洞。该漏洞是由于&ldquo;fnmatch()&rdquo;函数的实现没有正确限制它的递归调用，远程攻击者可以借助first参数中的*?序列导致拒绝服务（CPU和内存消耗）。	目前厂商已经发布了升级补丁以修复此安全问题，补丁获取链接:http://httpd.apache.org/download.cgi#apache22
命令执行	Apache_Tomcat_mod_jk_Arbitrary_Code_Execution	CVE-2007-0774	Apache Tomcat是一个流行的开放源码的JSP应用服务器程序。Tomcat JK Web Server Connector的mod_jk.so库在处理超长畸形的URL时存在漏洞，远程攻击者可能利用此漏洞控制服务器。Apache Tomcat JK Web Server Connector的mod_jk.so库URI处理器map_uri_to_worker()是在native/common/jk_uri_worker_map.c文件中定义的。当该库在解析超过4095字节的超长URL请求时URI worker映射例程没有执行安全的内存拷贝，导致栈溢出。成功利用这个漏洞的攻击者可以导致拒绝服务或执行任意指令。	Tomcat JK Web Server Connector的mod_jk.so库在处理超长畸形的URL时存在漏洞，远程攻击者可能利用此漏洞控制服务器。Apache Tomcat JK Web Server Connector的mod_jk.so库URI处理器map_uri_to_worker()是在native/common/jk_uri_worker_map.c文件中定义的。当该库在解析超过4095字节的超长URL请求时URI worker映射例程没有执行安全的内存拷贝，导致栈溢出。成功利用这个漏洞的攻击者可以导致拒绝服务或执行任意指令。	目前厂商已经发布了升级补丁以修复此安全问题，补丁获取链接:http://www.apache.org/dist/tomcat/tomcat-connectors/jk/source/jk-1.2.21/tomcat-connectors-1.2.21-src.tar.gz
其他	Apple_iOS_5-5.1_URL_bar_spooling	CVE-2012-0674	Safari是Apple Mac OS系统上的WEB浏览器程序。Apple iOS 5.1.1之前版本的Safari中存在漏洞。远程攻击者可利用该漏洞借助特制的web站点欺骗本地URL地址栏。	Apple iOS 5.1.1之前版本的Safari中存在漏洞。远程攻击者可利用该漏洞借助特制的web站点欺骗本地URL地址栏。	目前厂商已经发布了升级补丁以修复此安全问题，补丁获取链接:http://lists.apple.com/archives/security-announce/2012/May/msg00000.html
溢出	Apple_QuickTime_painPoly_Buffer_Overflow	CVE-2009-0010	Mac OS X是苹果家族机器所使用的操作系统。Apple Mac OS X 和 Apple QuickTime的QuickDraw Manager中存在整数溢出漏洞。处理PICT图形的方式存在可导致堆溢出的整数下溢，打开恶意的PICT图形可能导致应用程序意外终止或执行任意代码。	处理PICT图形的方式存在可导致堆溢出的整数下溢，打开恶意的PICT图形可能导致应用程序意外终止或执行任意代码。	目前厂商已经发布了升级补丁以修复此安全问题，补丁获取链接:http://support.apple.com/downloads/DL827/MacOSXUpdCombo10.5.7.dmghttp://support.apple.com/downloads/DL829/MacOSXServerUpdCombo10.5.7.dmg
溢出	Apple_Quicktime_TeXML_Buffer_Overflow	CVE-2012-3752	Apple QuickTime是APPLE公司的媒体播放器软件,一款流行的多媒体播放器，支持多种媒体格式。Apple QuickTime 7.7.3之前版本中存在多个缓冲区溢出漏洞。远程攻击者利用该漏洞通过QuickTime TeXML文件中特制的样式元素，执行任意代码或导致拒绝服务（应用程序崩溃）。	远程攻击者利用该漏洞通过QuickTime TeXML文件中特制的样式元素，执行任意代码或导致拒绝服务（应用程序崩溃）。	目前厂商已经发布了升级补丁以修复此安全问题，补丁获取链接:http://www.apple.com/quicktime/
命令执行	Apple_Safari_3.0_for_Windiws_IFRAME_SRC_Shell_Metacharacter_Command_Execution	CVE-2007-3186	Apple Safari是苹果家族操作系统所使用的WEB浏览器。Safari在处理URL参数时存在漏洞，远程攻击者可能利用此漏洞控制用户机器。Windows平台上的URL协议处理器在运行时会以特定的命令行参数执行进程。Windows平台上的Safari没有对这些参数执行正确的输入验证，因此攻击者可以绕过预期的限制注入命令。典型的URL请求，如myprotocol://someserver.com/someargument，会被转换成以下的命令行重组："C:\\Program Files\\My Application\\myprotocol.exe" "someserver.com/someargument"但这还不足以向命令行传送任意字符，还需要借助URL转义，将myprotocol://someserver.com/some"[SPACE]参数转换为："C:\\Program Files\\My Application\\myprotocol.exe" "someserver.com/some"%20argument转义后仍无法攻击Safari，因为所执行的命令行是无效的。但如果通过IFRAME单元处理这些请求的时候Safari就无法正确地验证输入，例如：<iframe src=&#039;myprotocol://someserver.com" < foo > bar | foobar "arg1&prime;>	Safari在处理URL参数时存在漏洞，远程攻击者可能利用此漏洞控制用户机器。Windows平台上的URL协议处理器在运行时会以特定的命令行参数执行进程。Windows平台上的Safari没有对这些参数执行正确的输入验证，因此攻击者可以绕过预期的限制注入命令。典型的URL请求，如myprotocol://someserver.com/someargument，会被转换成以下的命令行重组："C:\\Program Files\\My Application\\myprotocol.exe" "someserver.com/someargument"但这还不足以向命令行传送任意字符，还需要借助URL转义，将myprotocol://someserver.com/some"[SPACE]参数转换为："C:\\Program Files\\My Application\\myprotocol.exe" "someserver.com/some"%20argument转义后仍无法攻击Safari，因为所执行的命令行是无效的。但如果通过IFRAME单元处理这些请求的时候Safari就无法正确地验证输入，例如：<iframe src=&#039;myprotocol://someserver.com" < foo > bar | foobar "arg1&prime;>	目前厂商已经发布了升级补丁以修复此安全问题，补丁获取链接:http://www.apple.com/safari/download/
DOS	Apple_Safari_objc_msgSend_rtp()_HTML_Tag_Handling_DoS	CVE-2006-1987	Apple Mac OS X是苹果家族机器所使用的操作系统。Apple Mac OS X中存在多个安全漏洞，如下：1 在解析畸形的.tiff图形文件时，LZWDecodeVector()、_cg_TIFFSetField ()或PredictorVSetField ()函数都没有正确的解析畸形的数据，导致打开该图形的应用程序崩溃。该漏洞是核心.tiff解析引擎触发的，因此Preview、Finder、QuickTime和Safari都可能成为攻击载体。2 在解压特制的.zip文件时，BOMStackPop ()函数没有正确的解析畸形数据，导致堆溢出漏洞。3 Safari的KWQListIteratorImpl::KWQListIteratorImpl()、QPainter::drawText()和objc_msgSend_rtp()中的漏洞可导致浏览器拒绝服务或执行任意代码。4 在解压特制的.bmp文件时，ReadBMP ()函数没有正确的解析畸形数据，导致堆溢出漏洞。5 在解压特制的.gif文件时，CFAllocatorAllocate ()函数没有正确的解析畸形数据，导致堆溢出漏洞。	Apple Mac OS X是苹果家族机器所使用的操作系统。Apple Mac OS X中存在多个安全漏洞，如下：1 在解析畸形的.tiff图形文件时，LZWDecodeVector()、_cg_TIFFSetField ()或PredictorVSetField ()函数都没有正确的解析畸形的数据，导致打开该图形的应用程序崩溃。该漏洞是核心.tiff解析引擎触发的，因此Preview、Finder、QuickTime和Safari都可能成为攻击载体。2 在解压特制的.zip文件时，BOMStackPop ()函数没有正确的解析畸形数据，导致堆溢出漏洞。3 Safari的KWQListIteratorImpl::KWQListIteratorImpl()、QPainter::drawText()和objc_msgSend_rtp()中的漏洞可导致浏览器拒绝服务或执行任意代码。4 在解压特制的.bmp文件时，ReadBMP ()函数没有正确的解析畸形数据，导致堆溢出漏洞。5 在解压特制的.gif文件时，CFAllocatorAllocate ()函数没有正确的解析畸形数据，导致堆溢出漏洞。	目前厂商已经发布了升级补丁以修复此安全问题，补丁获取链接:http://www.apple.com
溢出	Apple_Safari_PubSubAgent_libxml2_Longentity_Memory_Corruption	CVE-2008-3529	libxml软件包提供允许用户操控XML文件的函数库，包含有读、修改和写XML和HTML文件支持。2.7.0之前版本的libxml2库中parser.c的xmlParseAttValueComplex函数存在缓冲区溢出漏洞。攻击这通过特制的包含有超长的实体名称的XML文件，可触发溢出，导致拒绝服务或执行任意指令。	攻击这通过特制的包含有超长的实体名称的XML文件，可触发溢出，导致拒绝服务或执行任意指令。	目前厂商已经发布了升级补丁以修复此安全问题，补丁获取链接:暂无数据
DOS	Apple_Webkit_HTML_Parsing_Rowspan_Denial_of_Service	CVE-2007-0342	Apple WebKit build 18794中的WebCore允许远程攻击者借助ROWSPAN属性中的一个大号码的TD元素，引起拒绝服务攻击(空指针引用和应用程序崩溃)，比如Mac OS X 10.4.8上的OmniWeb 5.5.3的崩溃。	Apple WebKit build 18794中的WebCore允许远程攻击者借助ROWSPAN属性中的一个大号码的TD元素，引起拒绝服务攻击(空指针引用和应用程序崩溃)，比如Mac OS X 10.4.8上的OmniWeb 5.5.3的崩溃。	目前厂商已经发布了升级补丁以修复此安全问题，补丁获取链接:http://www.apple.com
信息泄露	AssetMan_download_pdf.php_pdf_file_Parameter_Directory_Traversal	CVE-2007-1427	AssetMan 2.4a及之前版本的download_pdf.php中存在目录遍历漏洞。远程攻击者可以借助pdf文件参数中的..，读取任意文件。	远程攻击者可以借助pdf文件参数中的..，读取任意文件。	目前厂商已经发布了升级补丁以修复此安全问题，补丁获取链接:暂无数据
DOS	Asterisk_chan_iax2_IAX2_Control_Frae_LAGRP_DoS	CVE-2007-3763	Asterisk是开放源码的软件PBX，支持各种VoIP协议和设备。Asterisk IAX2的隧道驱动(chan_iax2)中存在拒绝服务漏洞。如果Asterisk在有效会话中接收到了LAGRQ或LAGRP帧，就可能触发空指针异常。负责解析入站帧的代码可以正确地解析IAX帧中的信息单元，然后将指针设置为空表示没有与这个帧相关的原始数据负载，但没有将原始负载中用于表示字节数的变量设置为0。由于原始数据长度为非0，处理LAGRQ和LAGRP帧的代码就会试图从空指针拷贝数据，导致崩溃。	Asterisk IAX2的隧道驱动(chan_iax2)中存在拒绝服务漏洞。	目前厂商已经发布了升级补丁以修复此安全问题，补丁获取链接:暂无数据
